"","local_site","location","year","date","TN","TDN","PN","DON","IN","TP","TDP","PP","DOP","IP"
"91","ALB","INLET",1998,"1998-05-21",15.45,14.91,0.54,2.6,12.31,0.27,0.11,0.16,0.11,NA
"92","ALB","INLET",1998,"1998-05-28",19.78,18.18,1.6,1.79,16.39,0.21,0.13,0.09,0.13,NA
"93","ALB","INLET",1998,"1998-06-04",19.54,16.36,3.18,2.44,13.92,0.12,0.12,NA,0.12,NA
"94","ALB","INLET",1998,"1998-06-11",19.23,16.43,2.81,2.07,14.36,0.25,0.17,0.08,0.17,NA
"95","ALB","INLET",1998,"1998-06-18",18.69,17.61,1.09,1.28,16.32,0.14,0.07,0.07,0.07,NA
"96","ALB","INLET",1998,"1998-06-25",18.81,17.18,1.63,0.47,16.71,0.3,0.2,0.1,0.2,NA
"97","ALB","INLET",1998,"1998-07-02",17.58,17.53,0.06,0.94,16.58,0.15,0.07,0.07,0.07,NA
"98","ALB","INLET",1998,"1998-07-09",16.44,15.02,1.42,0.57,14.45,0.14,0.04,0.11,0.04,NA
"99","ALB","INLET",1998,"1998-07-16",18.47,14.16,4.31,2.13,12.03,0.35,0.19,0.16,0.19,NA
"100","ALB","INLET",1998,"1998-07-23",14.05,12.62,1.43,3.06,9.56,0.38,0.25,0.14,0.25,NA
"101","ALB","INLET",1998,"1998-07-30",12.73,10.49,2.23,1.83,8.67,0.36,0.13,0.23,0.13,NA
"102","ALB","INLET",1998,"1998-08-06",12.14,10.39,1.76,3.19,7.19,0.27,0.11,0.16,0.11,NA
"103","ALB","INLET",1998,"1998-08-13",10.37,7.84,2.53,0.95,6.89,0.1,NA,0.1,NA,NA
"104","ALB","INLET",1998,"1998-08-20",8.43,6.91,1.52,1.16,5.76,0.04,NA,0.04,NA,NA
"105","ALB","INLET",1998,"1998-08-27",8.72,8.75,NA,3.36,5.4,0.09,0.1,NA,0.1,NA
"106","ALB","INLET",1998,"1998-09-03",6.45,6.53,NA,1.57,4.95,0.1,0.05,0.04,0.05,NA
"107","ALB","INLET",1998,"1998-09-10",9.36,8.51,0.85,3.7,4.81,0.09,0.09,NA,0.09,NA
"108","ALB","INLET",1998,"1998-09-17",9.8,9.51,0.29,4.81,4.7,0.11,0.03,0.08,0.03,NA
"109","ALB","INLET",1998,"1998-09-24",7.92,6.08,1.84,4.13,1.95,0.16,0.09,0.07,0.09,NA
"110","ALB","INLET",1998,"1998-10-01",9.08,6.91,2.17,5.69,1.22,0.56,0.44,0.12,0.44,NA
"111","ALB","INLET",1998,"1998-10-08",6.03,5.16,0.87,2.06,3.1,0.1,0.06,0.05,0.06,NA
"112","ALB","INLET",1998,"1998-10-22",7.4,5.5,1.9,4.18,1.33,0.15,0.02,0.14,0.02,NA
"113","ALB","INLET",1998,"1998-10-29",7.17,4.68,2.48,3.37,1.31,0.15,0.04,0.11,0.04,NA
"114","ALB","INLET",1998,"1998-11-26",8.6,7.62,0.97,5.25,2.38,0.09,0.07,0.02,0.07,NA
"115","ALB","INLET",1999,"1999-03-25",6.88,6,0.88,4.07,1.94,0.24,0.05,0.19,0.05,NA
"116","ALB","INLET",1999,"1999-05-20",10.98,9.68,1.3,2.45,7.23,0.14,NA,0.14,NA,NA
"117","ALB","INLET",1999,"1999-05-27",23.07,20.49,2.58,5.12,15.37,0.25,0.1,0.15,0.1,NA
"118","ALB","INLET",1999,"1999-06-03",21.65,22.31,NA,5.77,16.54,0.48,0.23,0.25,0.23,NA
"119","ALB","INLET",1999,"1999-06-10",20.01,17.57,2.44,1.88,15.69,0.26,0.08,0.18,0.08,NA
"120","ALB","INLET",1999,"1999-06-17",48.22,43.1,5.12,0.29,42.81,0.72,0.11,0.6,0.11,NA
"121","ALB","INLET",1999,"1999-06-24",25.58,23.73,1.85,3.75,19.98,0.2,0.2,NA,0.2,NA
"122","ALB","INLET",1999,"1999-07-01",25.25,24.5,0.76,4.24,20.26,0.28,0.11,0.17,0.11,NA
"123","ALB","INLET",1999,"1999-07-08",22.43,21.24,1.19,3.32,17.92,0.1,NA,0.1,NA,NA
"124","ALB","INLET",1999,"1999-07-15",19.63,18.18,1.46,2.13,16.05,0.06,NA,0.06,NA,NA
"125","ALB","INLET",1999,"1999-07-22",15.94,13.61,2.33,1.46,12.14,0.12,0.11,0.01,0.11,NA
"126","ALB","INLET",1999,"1999-07-29",14.85,12.89,1.96,2.36,10.53,0.19,NA,0.19,NA,NA
"127","ALB","INLET",1999,"1999-08-05",13.57,11.62,1.96,0.8,10.82,0.21,0.04,0.17,0.04,NA
"128","ALB","INLET",1999,"1999-08-12",14.76,13.18,1.58,2.9,10.28,0.14,0.08,0.06,0.08,NA
"129","ALB","INLET",1999,"1999-08-19",13.48,12.31,1.17,2.61,9.7,0.14,NA,0.14,NA,NA
"130","ALB","INLET",1999,"1999-08-26",11.52,11.56,NA,2.82,8.74,0.09,0.09,NA,0.09,NA
"131","ALB","INLET",1999,"1999-09-02",12.92,12.29,0.64,3.76,8.53,0.17,0.11,0.06,0.11,NA
"132","ALB","INLET",1999,"1999-09-07",11.42,10.38,1.04,2.51,7.87,0.26,0.18,0.08,0.04,0.14
"133","ALB","INLET",1999,"1999-09-14",12.04,8.75,3.29,1.08,7.67,0.16,0.16,NA,0.16,NA
"134","ALB","INLET",1999,"1999-09-21",10.1,8.73,1.37,1.94,6.8,0.14,NA,0.14,NA,NA
"135","ALB","INLET",1999,"1999-09-28",9.78,8.99,0.79,3.83,5.16,0.32,0.07,0.24,0.07,NA
"136","ALB","INLET",1999,"1999-10-12",10.67,8.23,2.43,2.36,5.87,0.2,0.15,0.05,0.15,NA
"137","ALB","INLET",1999,"1999-10-26",9.58,7.19,2.39,2.38,4.81,0.16,NA,0.16,NA,NA
"138","ALB","INLET",1999,"1999-11-09",11.39,7.05,4.34,3.1,3.95,0.34,NA,0.34,NA,NA
"139","ALB","INLET",1999,"1999-11-23",9.03,7.96,1.07,3.13,4.83,0.16,0.06,0.1,0.06,NA
"140","ALB","INLET",2000,"2000-03-07",NA,5.39,NA,NA,5.46,0.13,0.08,0.05,0.08,NA
"141","ALB","INLET",2000,"2000-04-18",NA,3.08,NA,NA,3.11,0.14,0.11,0.03,0.11,NA
"142","ALB","INLET",2000,"2000-04-27",NA,4.23,NA,0.97,3.26,0.14,NA,0.14,NA,NA
"143","ALB","INLET",2000,"2000-05-04",NA,11.92,NA,5.96,5.95,0.05,NA,0.05,NA,NA
"144","ALB","INLET",2000,"2000-05-11",NA,NA,NA,NA,6.17,0.15,0.11,0.05,0.11,NA
"145","ALB","INLET",2000,"2000-05-18",NA,6.52,NA,1.48,5.04,NA,NA,NA,NA,NA
"146","ALB","INLET",2000,"2000-05-25",NA,17.48,NA,2.21,15.27,0.16,NA,0.16,NA,NA
"147","ALB","INLET",2000,"2000-06-01",NA,13.45,NA,1.03,12.43,0.22,0.12,0.09,0.12,NA
"148","ALB","INLET",2000,"2000-06-08",NA,13.66,NA,2.07,11.59,0.21,0.1,0.11,0.1,NA
"149","ALB","INLET",2000,"2000-06-15",NA,16.94,NA,3.48,13.46,0.36,0.07,0.3,0.07,NA
"150","ALB","INLET",2000,"2000-06-22",NA,16.1,NA,3.95,12.15,0.21,0.1,0.11,0.1,NA
"151","ALB","INLET",2000,"2000-06-29",NA,12.06,NA,0.39,11.66,0.17,NA,0.17,NA,NA
"152","ALB","INLET",2000,"2000-07-06",NA,10.7,NA,NA,10.92,0.12,0.1,0.01,0.1,NA
"153","ALB","INLET",2000,"2000-07-13",NA,12.21,NA,3.26,8.95,0.11,0.05,0.05,0.05,NA
"154","ALB","INLET",2000,"2000-07-20",NA,10.75,NA,2.22,8.52,0.18,0.19,NA,0.19,NA
"155","ALB","INLET",2000,"2000-07-27",NA,NA,NA,NA,7.74,0.17,NA,0.17,NA,NA
"156","ALB","INLET",2000,"2000-08-10",NA,8.67,NA,3.43,5.25,NA,NA,NA,NA,NA
"157","ALB","INLET",2000,"2000-08-24",NA,9.01,NA,4.25,4.77,0.17,0.12,0.05,0.12,NA
"158","ALB","INLET",2000,"2000-09-07",NA,5.63,NA,1.62,4.02,0.11,0.06,0.05,0.06,NA
"159","ALB","INLET",2000,"2000-10-05",NA,4.37,NA,0.62,3.75,0.21,0.12,0.09,0.12,NA
"160","ALB","INLET",2000,"2000-10-19",NA,3.95,NA,1.78,2.17,0.21,NA,0.21,NA,NA
"161","ALB","INLET",2000,"2000-10-26",NA,2.66,NA,0.39,2.26,0.15,NA,0.15,NA,NA
"162","ALB","INLET",2001,"2001-04-24",NA,7.09,NA,3.49,3.6,NA,NA,NA,NA,NA
"163","ALB","INLET",2001,"2001-05-03",NA,6.76,NA,1.64,5.13,0.15,NA,0.15,NA,NA
"164","ALB","INLET",2001,"2001-05-17",NA,19.67,NA,5.3,14.37,0.33,0.24,0.08,0.24,NA
"165","ALB","INLET",2001,"2001-05-24",NA,14.29,NA,4.5,9.79,0.43,0.24,0.19,0.24,NA
"166","ALB","INLET",2001,"2001-05-31",NA,16.96,NA,5.75,11.21,0.22,0.15,0.07,0.15,NA
"167","ALB","INLET",2001,"2001-06-07",NA,11.54,NA,NA,12.7,0.17,0.13,0.04,0.13,NA
"168","ALB","INLET",2001,"2001-06-14",NA,14.94,NA,NA,15.87,0.13,0.09,0.04,0.09,NA
"169","ALB","INLET",2001,"2001-06-21",NA,NA,NA,NA,12.71,0.1,NA,0.1,NA,NA
"170","ALB","INLET",2001,"2001-06-28",NA,13.29,NA,NA,14.61,0.14,NA,0.14,NA,NA
"171","ALB","INLET",2001,"2001-07-05",NA,NA,NA,NA,12.84,0.3,NA,0.3,NA,NA
"172","ALB","INLET",2001,"2001-07-12",NA,15.72,NA,2.88,12.85,0.09,0.07,0.03,0.07,NA
"173","ALB","INLET",2001,"2001-07-19",NA,NA,NA,NA,12.45,0.07,0.06,0.01,0.06,NA
"174","ALB","INLET",2001,"2001-07-26",NA,15.74,NA,5.14,10.6,0.16,0.07,0.1,0.07,NA
"175","ALB","INLET",2001,"2001-08-02",NA,15.16,NA,5.61,9.55,0.21,NA,0.21,NA,NA
"176","ALB","INLET",2001,"2001-08-09",NA,10.4,NA,1.96,8.43,0.11,NA,0.11,NA,NA
"177","ALB","INLET",2001,"2001-08-16",NA,13.05,NA,4.63,8.42,0.23,0.16,0.07,0.16,NA
"178","ALB","INLET",2001,"2001-08-23",NA,9.63,NA,NA,9.68,0.14,0.12,0.02,0.12,NA
"179","ALB","INLET",2001,"2001-08-30",NA,12.44,NA,2.52,9.92,0.08,NA,0.08,NA,NA
"180","ALB","INLET",2001,"2001-09-06",NA,15.72,NA,3.59,12.13,0.24,0.11,0.13,0.11,NA
"181","ALB","INLET",2001,"2001-09-13",NA,16.33,NA,4.35,11.98,0.09,NA,0.09,NA,NA
"182","ALB","INLET",2001,"2001-10-02",NA,12.75,NA,1.8,10.95,0.16,0.12,0.04,0.12,NA
"183","ALB","INLET",2001,"2001-10-09",NA,14.89,NA,3.12,11.77,0.23,0.16,0.06,0.16,NA
"184","ALB","INLET",2001,"2001-10-16",NA,13.22,NA,1.26,11.96,0.32,0.19,0.13,0.19,NA
"185","ALB","INLET",2001,"2001-10-23",NA,12.49,NA,0.12,12.37,0.16,0.11,0.05,0.11,NA
"186","ALB","INLET",2001,"2001-11-08",NA,14.09,NA,2.81,11.29,0.26,0.25,0.01,0.25,NA
"187","ALB","INLET",2001,"2001-11-20",NA,14.07,NA,3.3,10.77,0.22,NA,0.22,NA,NA
"188","ALB","INLET",2001,"2001-12-04",NA,12.79,NA,2.19,10.6,0.2,NA,0.2,NA,NA
"189","ALB","INLET",2002,"2002-05-06",NA,9.82,NA,7.04,2.77,0.59,0.1,0.49,0.1,NA
"190","ALB","INLET",2002,"2002-05-10",NA,15.93,NA,13.05,2.88,0.35,0.07,0.28,0.07,NA
"191","ALB","INLET",2002,"2002-05-17",NA,6.64,NA,4.57,2.06,0.25,NA,0.25,NA,NA
"192","ALB","INLET",2002,"2002-05-23",NA,7.2,NA,4.69,2.51,0.25,0.08,0.17,0.08,NA
"193","ALB","INLET",2002,"2002-05-30",27.6,19.79,7.81,7.38,12.41,0.32,NA,0.32,NA,NA
"194","ALB","INLET",2002,"2002-06-06",17.83,13.33,4.5,5.64,7.69,0.37,0.07,0.3,0.07,NA
"195","ALB","INLET",2002,"2002-06-13",19.8,9.81,9.99,5.9,3.91,0.22,NA,0.22,NA,NA
"196","ALB","INLET",2002,"2002-06-20",18.2,7.9,10.3,4.31,3.6,0.36,0.06,0.3,0.06,NA
"197","ALB","INLET",2002,"2002-06-27",14.29,8.66,5.63,4.56,4.1,0.3,0.08,0.22,0.08,NA
"198","ALB","INLET",2002,"2002-07-04",15.53,11.45,4.08,4.76,6.69,0.23,0.13,0.1,0.13,NA
"199","ALB","INLET",2002,"2002-07-11",18.48,15.08,3.4,5.81,9.26,0.15,0.06,0.09,0.06,NA
"200","ALB","INLET",2002,"2002-07-18",15.46,15.38,0.08,4.68,10.71,0.25,0.1,0.15,0.1,NA
"201","ALB","INLET",2002,"2002-07-25",16.86,15.37,1.49,3.73,11.64,0.11,0.08,0.03,0.08,NA
"202","ALB","INLET",2002,"2002-08-01",20.77,15.39,5.38,3.73,11.66,0.17,0.09,0.08,0.09,NA
"203","ALB","INLET",2002,"2002-08-08",16.39,14.64,1.76,3.88,10.76,0.27,0.08,0.18,0.08,NA
"204","ALB","INLET",2002,"2002-08-15",17.26,14.39,2.88,4.16,10.23,0.2,NA,0.2,NA,NA
"205","ALB","INLET",2002,"2002-08-29",16.01,12.39,3.62,3.59,8.8,NA,NA,NA,NA,NA
"206","ALB","INLET",2002,"2002-09-05",13.04,9.64,3.4,2.98,6.66,NA,NA,NA,NA,NA
"207","ALB","INLET",2002,"2002-09-12",13.85,12.09,1.76,3.7,8.39,NA,NA,NA,NA,NA
"208","ALB","INLET",2002,"2002-09-25",15.29,10.72,4.56,3.03,7.69,NA,NA,NA,NA,NA
"209","ALB","INLET",2002,"2002-10-21",15.23,10.87,4.36,2.55,8.32,0.13,0.13,NA,0.13,NA
"210","ALB","INLET",2002,"2002-11-05",21.91,14.31,7.6,3.2,11.11,0.24,0.16,0.08,0.16,NA
"211","ALB","INLET",2003,"2003-05-27",31.19,24.34,6.85,1.59,22.75,0.27,NA,0.27,NA,NA
"212","ALB","INLET",2003,"2003-06-05",31.8,24.97,6.83,NA,25.76,0.27,0.14,0.13,0.14,NA
"213","ALB","INLET",2003,"2003-06-12",24.5,22.52,1.97,NA,23.79,0.32,0.06,0.26,0.06,NA
"214","ALB","INLET",2003,"2003-06-19",26.68,24.22,2.46,0.16,24.05,0.3,0.08,0.22,0.08,NA
"215","ALB","INLET",2003,"2003-06-26",23.4,21.18,2.22,NA,22.49,0.16,NA,0.16,NA,NA
"216","ALB","INLET",2003,"2003-07-03",21.97,21.85,0.11,2.3,19.56,0.23,NA,0.23,NA,NA
"217","ALB","INLET",2003,"2003-07-10",18.44,18.89,NA,2.05,16.84,0.16,NA,0.16,NA,NA
"218","ALB","INLET",2003,"2003-07-15",19.81,15.9,3.91,0.46,15.44,0.19,NA,0.19,NA,NA
"219","ALB","INLET",2003,"2003-07-17",19.72,15.89,3.82,0.89,15,0.15,0.1,0.04,0.1,NA
"220","ALB","INLET",2003,"2003-07-24",19.88,14.88,5,2.08,12.79,NA,NA,NA,NA,NA
"221","ALB","INLET",2003,"2003-07-31",19.29,17.27,2.02,3.93,13.35,0.08,0.08,NA,0.08,NA
"222","ALB","INLET",2003,"2003-08-07",17.49,16.51,0.98,3.55,12.96,0.16,NA,0.16,NA,NA
"223","ALB","INLET",2003,"2003-08-14",16.9,14.23,2.67,2.73,11.5,0.09,0.05,0.04,0.05,NA
"224","ALB","INLET",2003,"2003-08-21",13.15,12.48,0.67,2.43,10.05,NA,NA,NA,NA,NA
"225","ALB","INLET",2003,"2003-08-28",12.13,10.79,1.34,1.13,9.66,0.07,0.04,0.03,0.04,NA
"226","ALB","INLET",2003,"2003-09-04",12.87,10.97,1.9,1.58,9.39,0.13,0.09,0.04,0.09,NA
"227","ALB","INLET",2003,"2003-09-11",13.59,10.99,2.6,1.99,8.99,0.14,0.06,0.08,0.06,NA
"228","ALB","INLET",2003,"2003-09-18",15.1,12.48,2.63,2.01,10.47,0.14,NA,0.14,NA,NA
"229","ALB","INLET",2003,"2003-09-25",14.8,15.36,NA,3.78,11.58,0.12,0.12,NA,0.12,NA
"230","ALB","INLET",2003,"2003-10-02",15.25,13.29,1.97,2.29,11,0.2,0.08,0.12,0.08,NA
"231","ALB","INLET",2003,"2003-10-09",14.77,12.49,2.28,2.34,10.15,0.07,0.05,0.03,0.05,NA
"232","ALB","INLET",2003,"2003-10-23",16.41,12.85,3.57,1.96,10.89,0.23,0.04,0.2,0.04,NA
"233","ALB","INLET",2003,"2003-10-30",18.56,18.85,NA,NA,10.64,0.14,NA,0.14,NA,NA
"234","ALB","INLET",2004,"2004-04-08",14.73,13.81,0.92,3.86,9.95,0.75,0.2,0.55,0.2,NA
"235","ALB","INLET",2004,"2004-05-11",23.02,19.88,3.14,2.26,17.62,0.3,0.17,0.13,0.17,NA
"236","ALB","INLET",2004,"2004-05-20",37.34,36.32,1.02,6.01,30.31,0.15,0.05,0.09,0.05,NA
"237","ALB","INLET",2004,"2004-05-27",26.72,23.18,3.54,2.61,20.57,0.21,0.09,0.12,0.09,NA
"238","ALB","INLET",2004,"2004-06-03",26.68,24.21,2.47,4.53,19.68,0.23,0.08,0.14,0.08,NA
"239","ALB","INLET",2004,"2004-06-10",32.17,27.07,5.1,4.17,22.9,0.16,0.07,0.09,NA,NA
"240","ALB","INLET",2004,"2004-06-17",25.83,24.36,1.46,3.19,21.18,0.3,0.12,0.18,0.12,NA
"241","ALB","INLET",2004,"2004-06-24",30.16,28.01,2.15,4.45,23.56,0.26,0.12,0.14,0.12,NA
